Issue ID,Title,Created Date,Created By,Type,State,Label
"5836","Sync the dom.generated.d.ts files from TSJS repo","11/30/2015","zhengbli","PR","closed","PR"
"5837","New Website Logo: Gallery Server","11/30/2015","rdogmartin","Issue","closed","Website Logo"
"5838","Should javascript files report errors like cannot find module?","11/30/2015","sheetalkamat","Issue","closed","Duplicate"
"5839","Report binder diagnostics, program diagnostics as well as file pre processing diagnostics in javascript file","11/30/2015","sheetalkamat","PR","closed","PR"
"5840","Fixes #5564.","11/30/2015","rbuckton","PR","closed","PR"
"5841","Fixes #5789.","11/30/2015","rbuckton","PR","closed","PR"
"5842","Type guards don't work for interfaces with only optional properties","11/30/2015","domoritz","Issue","closed","By Design"
"5843","Generic `{ new(...args: any[]): T }` parameter doesn't work for abstract classes","11/30/2015","jiaweihli","Issue","open","Suggestion"
"5844","Unnamed default exports don't work with `--t es6 --m commonjs`","11/30/2015","joeduffy","Issue","closed","Fixed"
"5845","Need something more robust than polymorphic `this` typing for RxJS","11/30/2015","blesh","Issue","closed","Duplicate"
"5846","Does the TypeScript implementation of `for...of` call the `return` function of `IterableIterator`?","11/30/2015","eggers","Issue","closed","Question"
"5847","formatting problem with union types","11/30/2015","aleksey-bykov","Issue","closed","Duplicate"
"5848","Some comments get stripped out of JS output","11/30/2015","alvarorahul","Issue","closed","Duplicate"
"5849","Massive slowdown in compiling complicated union types","11/30/2015","Arnavion","Issue","closed","Fixed"
"5850","Array.prototype.filter definition forces a boolean","11/30/2015","denis-sokolov","Issue","closed","Fixed"
"5851","Mix indexed and non-indexed properties","12/1/2015","denis-sokolov","Issue","closed","Question"
"5852","Enable await in ES5 and ES2015 script mode","12/1/2015","holtwick","PR","closed","PR"
"5853","Typecast sometimes warns about an error when properties don't align","12/1/2015","denis-sokolov","Issue","closed","Question"
"5854","Suggestion: Generics and JSDoc","12/1/2015","kitsonk","Issue","closed","Duplicate"
"5855","Opaque types for WebGL","12/1/2015","crobi","Issue","open","Accepting PRs"
"5856","parse identifiers automatically","12/1/2015","ali-abdalla","Issue","closed","Question"
"5857","Proposal: Passing Arguments by Name","12/1/2015","bryanerayner","Issue","closed","Duplicate"
"5858","Specify a tsconfig.json for use with `tsc` on the command line","12/1/2015","IceDragon200","Issue","closed","Question"
"5859","fix ImageData.data type","12/1/2015","sparecycles","PR","closed","PR"
"5860","do not error on 'super' property access in ES6","12/1/2015","vladima","PR","closed","PR"
"5861","Generic of union type inferred as {}","12/1/2015","Arnavion","Issue","closed","Fixed"
"5862","Polymorphic 'this' for static members","12/1/2015","xealot","Issue","closed","Duplicate"
"5863","Polymorphic 'this' for static members","12/1/2015","xealot","Issue","open","Suggestion"
"5864","When extending a new'able expression, TypeScript does not inherit the ctor signature","12/1/2015","mprobst","Issue","closed","Fixed"
"5865","React import is being omitted in --jsx preserve case","12/1/2015","ngbrown","Issue","closed","Fixed"
"5866","Fix #5844 - add many new tests covering named/anonymous default exports","12/1/2015","weswigham","PR","closed","PR"
"5867","Allow declaring that module is also function / constructor without declaration merging","12/1/2015","spion","Issue","closed","Declined"
"5868","Add a 'no-in-operator' linting rule","12/1/2015","DanielRosenwasser","Issue","closed","Suggestion"
"5869","Why don't declaration files specify a compiler version?","12/1/2015","Roam-Cooper","Issue","closed","External"
"5870","Fix super in async method","12/1/2015","rbuckton","PR","closed","PR"
"5871","resolving type parameter","12/1/2015","aleksey-bykov","Issue","closed","Question"
"5872","TypeScript side of Sublime Text telemetry additions ","12/1/2015","bowdenk7","PR","closed","PR"
"5873","Make linter report errors on all files instead of one file at a time","12/1/2015","DanielRosenwasser","Issue","closed","Bug"
"5874","lint all files before reporting a failure","12/1/2015","weswigham","PR","closed","PR"
"5875","lint rule forbidding the in keyword binary expression","12/1/2015","weswigham","PR","closed","PR"
"5876","JavaScript prototype class inference","12/1/2015","RyanCavanaugh","PR","closed","PR"
"5877","Incorrect function return type: expected it to match generic type parameter","12/1/2015","thomas-darling","Issue","closed","By Design"
"5878","lint: Forbid ++ and -- operators in many positions","12/1/2015","weswigham","PR","closed","PR"
"5879","[New features] Primitive types and struct type","12/1/2015","wangyanxing","PR","closed","PR"
"5880","Add support for Chakra Host in sys.","12/1/2015","paulvanbrenk","PR","closed","PR"
"5881","Respect root dir/common src dir when generating module names","12/1/2015","weswigham","PR","closed","PR"
"5882","Bad Link in Handbook","12/1/2015","Think7","Issue","closed","Fixed"
"5883","New Website Logo: Silk","12/2/2015","hesselink","Issue","closed","Website Logo"
"5884","Generic type arguments not inferred, default to {}","12/2/2015","hesselink","Issue","closed","Question"
"5885","New Website Logo: Simenty","12/2/2015","edencakir","Issue","closed","Website Logo"
"5886","TypeScript 1.7 standalone installation fails","12/2/2015","bschapendonk","Issue","closed","Fixed"
"5887","Typing issue with React Higher-Order-Components (JSX elements attributes type 'T' must be an object type)","12/2/2015","frankwallis","Issue","closed","Fixed"
"5888","Unexpected step over/into behavior in files using async/await","12/2/2015","BigDataSamuli","Issue","closed","External"
"5889","Improve compiler to deal with duplicate sources in project (caused by use of git submodules)","12/2/2015","markvandenbrink","Issue","closed","Declined"
"5890","angle brackets formatting problem","12/2/2015","aleksey-bykov","Issue","open","Accepting PRs"
"5891","Fixes typo in spec","12/2/2015","mariusschulz","PR","closed","PR"
"5892","Arrow function input parameter transpilation","12/2/2015","aayushkapoor206","Issue","closed","By Design"
"5893","Multiple source roots - or something like classpath, like python_path, like include_path !!!","12/2/2015","iongion","Issue","closed","Duplicate"
"5894","TypeScript v1.7 MSBuild tooling breaks web application publish","12/2/2015","mattbrooks2010","Issue","closed","Fixed"
"5895","Fix union type parameter inference","12/2/2015","ahejlsberg","PR","closed","PR"
"5896","Feature Request:  dynamic_cast i.e. optional runtime structural type checks","12/2/2015","RaduW","Issue","closed","Duplicate"
"5897","Narrowing parametric union types","12/2/2015","hath995","Issue","closed","Closed"
"5898","Disallow let in let/const declaration regardless of target","12/2/2015","yuit","PR","closed","PR"
"5899","Add tests for quickinfo in type parameter inside type alias","12/2/2015","yuit","PR","closed","PR"
"5900","Incorrect link in spec","12/2/2015","DanielRosenwasser","Issue","closed","By Design"
"5901","Property 'blur' does not exist on type 'Element' > document.activeElement","12/2/2015","svanuden","Issue","closed","By Design"
"5902","Support type guards as the last element of comma operator lists","12/2/2015","weswigham","Issue","open","Accepting PRs"
"5903","Disallow type predicates as union type members","12/2/2015","weswigham","Issue","closed","Fixed"
"5904","Allow type predicates to be within parenthesis","12/2/2015","weswigham","Issue","closed","Won't Fix"
"5905","Format false branch of ternary operation","12/2/2015","SaschaNaz","PR","open","PR"
"5906","This type predicates for type guards","12/2/2015","weswigham","PR","closed","PR"
"5907","Emit __esModule in when target == es6","12/2/2015","mhegazy","PR","closed","PR"
"5908","Fix esmodule bug, unify export emit between es6/pre-es6","12/2/2015","weswigham","PR","closed","PR"
"5909","Use typeof to check for presence of `JSON` global","12/2/2015","weswigham","PR","closed","PR"
"5910","Make call to super() implicit within constructor","12/3/2015","nippur72","Issue","closed","Declined"
"5911","async / await and PromiseLike","12/3/2015","dbaeumer","Issue","closed","Bug"
"5912","fix instructions for contributing to lib.d.ts","12/3/2015","sparecycles","PR","closed","PR"
"5913","[tsserver] 'Error processing request. watch  ENOENT' with TypeScript 1.7.3","12/3/2015","angelozerr","Issue","open","Accepting PRs"
"5914","Class expressions don't support constructors that return any","12/3/2015","spion","Issue","closed","Duplicate"
"5915","Typescript Promise duplicate issue","12/3/2015","cknightdevelopment","Issue","closed","Question"
"5916","empty return statement should be a compiler error when return type is specified","12/3/2015","tejacques","Issue","closed","Fixed"
"5917","Trouble typing object whose values are of a particular type while maintaining the names of its keys","12/3/2015","rigdern","Issue","closed","Question"
"5918","TSX files don't get compiled when using systemjs jspm.","12/3/2015","GauSim","Issue","closed","External"
"5919","Port union reduction to 1.7","12/3/2015","vladima","PR","closed","PR"
"5920","Fix slowdown in type inference involving union types","12/3/2015","ahejlsberg","PR","closed","PR"
"5921","Revert 'Port union reduction to 1.7'","12/3/2015","vladima","PR","closed","PR"
"5922","Update to 1.7.5 version in release-1.7","12/3/2015","yuit","PR","closed","PR"
"5923","[tsserver] documentation 'about how to implement tsClient?'","12/4/2015","angelozerr","Issue","open","Docs"
"5924","Make new ChakraHost a generic extension point for platform hosting","12/4/2015","mihailik","Issue","closed","Closed"
"5925","Format code doesn't do the right thing with TSX/JSX","12/4/2015","dbaeumer","Issue","closed","Duplicate"
"5926","Incorrect formatting for single parameter in arrow functions","12/4/2015","dbaeumer","Issue","closed","Fixed"
"5927","Adding Number.isNaN() support","12/4/2015","davepermen","PR","closed","PR"
"5928","'use strict' is emitted on same line as shebang trivia","12/4/2015","basarat","Issue","closed","Fixed"
"5929","Generic that extends a type with a generic","12/4/2015","bgrieder","Issue","closed","Duplicate"
"5930","User defined type guard function and type any","12/4/2015","Strate","Issue","closed","Question"
"5931","Immediately-invoked function expressions are an error in the linter","12/4/2015","jrieken","Issue","closed","Fixed"
"5932","Missing definitions of IndexedDB Database API","12/4/2015","aksharpatel47","Issue","closed","Fixed"
"5933","Structural typing undermining type safety","12/4/2015","popealex","Issue","open","Suggestion"
"5934","Inherit construct signature from extended interface","12/4/2015","sandersn","PR","closed","PR"
"5935","es6-promise Promise.all error","12/4/2015","OliverJAsh","Issue","closed","Fixed"
"5936","Disallow type predicate as type assertion","12/4/2015","sandersn","PR","closed","PR"
"5937","parse module specifier as string","12/4/2015","vladima","PR","closed","PR"
"5938","Object detection for 'Exported variable `` has or is using name `` from external module'","12/4/2015","Deathspike","Issue","open","Bug"
"5939","Fix #5928 - Write line after shebang","12/4/2015","weswigham","PR","closed","PR"
"5940","Cascading errors when incorrectly extending a generic type","12/4/2015","sandersn","Issue","open","Accepting PRs"
"5941","Update awaiter helper for async functions to more closely follow the official proposal.","12/4/2015","rbuckton","Issue","closed","Fixed"
"5942","Fix union/union or intersection/intersection type inference","12/4/2015","ahejlsberg","PR","closed","PR"
"5943","Design Meeting Notes for 12/4/2015","12/4/2015","DanielRosenwasser","Issue","closed","Design Notes"
"5944","Extending the Function interface in the presence of an import statement","12/4/2015","bgrieder","Issue","closed","Closed"
"5945","Async function return type annotations seem to break a few TS design goals","12/5/2015","yortus","Issue","closed","Discussion"
"5946","Suggestion:It will be good to open multi language of document and let us to translate it.","12/5/2015","wengrs","Issue","open","Docs"
"5947","import statement formatting problems:","12/5/2015","aleksey-bykov","Issue","open","Fixed"
"5948","Polymorphic `this` breaks valid TS 1.6 code:","12/5/2015","sccolbert","Issue","closed","By Design"
"5949","Type parameters as constraints","12/5/2015","ahejlsberg","PR","closed","PR"
"5950","Class View in Visual Studio?","12/5/2015","d180cf","Issue","open","Suggestion"
"5951","Arrow functions cannot be used as user-defined type guards","12/5/2015","pimterry","Issue","closed","By Design"
"5952","Stricter type aliases","12/5/2015","d180cf","Issue","closed","Duplicate"
"5953","Crash for completion at beginning of JSX closing tag when intrinsic not defined","12/5/2015","DanielRosenwasser","Issue","closed","Fixed"
"5954","'unknown' appears in completion list for undefined element","12/5/2015","DanielRosenwasser","Issue","open","Bug"
"5955","TSX to JSX transformation doesn't match closing tag correctly","12/6/2015","vjau","Issue","closed","Fixed"
"5956","TypeScriptModuleResolution 'node'  doesn't follow links in Visual Studio","12/6/2015","woppa684","Issue","closed","Question"
"5957","Suggested a shortening of the dev install command","12/6/2015","marcusoftnet","PR","closed","PR"
"5958","Arrow functions not getting formatted correctly","12/6/2015","aayushkapoor206","Issue","closed","Duplicate"
"5959","allow type parameters on type arguments","12/6/2015","aleksey-bykov","Issue","open","Suggestion"
"5960","breaking change between ts 1.6 & ts 1.7.3","12/6/2015","cmichaelgraham","Issue","closed","External"
"5961","disallow bi-variant assignment compatibility for function reference parameters","12/6/2015","aleksey-bykov","Issue","closed","Closed"
"5962","import with JSX preserve rewrites the opening tag but not the closing tag","12/6/2015","basarat","Issue","closed","Duplicate"
"5963","Error when using 'Legacy' external modules + SystemJS","12/6/2015","remojansen","Issue","closed","Question"
"5964","ReducerFunction Example Error","12/6/2015","episodeyang","Issue","closed","Question"
"5965","How to publish a project as library with external module dependencies","12/6/2015","joesonw","Issue","closed","Question"
"5966","How can i define an interface for method only available to specific other methos","12/6/2015","sebglon","Issue","closed","Question"
"5967","ts.sys should be more extensibility","12/7/2015","WanderWang","Issue","closed","Declined"
"5968","typescript@1.7.3 doesn't have newLine compiler option","12/7/2015","yoav-zibin","Issue","closed","Closed"
"5969","Type-inference difference/regression between 1.5 and 1.6","12/7/2015","suriya","Issue","closed","Question"
"5970","Fix formatting issues for named imports","12/7/2015","DanCorder","PR","closed","PR"
"5971","Gracefully handle errors where 'typings' is not a string (fixes #4828)","12/7/2015","pimterry","PR","closed","PR"
"5972","Limit error reporting for methods to the method name","12/7/2015","reavowed","PR","closed","PR"
"5973","Explicitly list tuple overloads for `Promise.all`.","12/7/2015","sandersn","PR","closed","PR"
"5974","Identify JSX closing tags as identifiers so they emit correctly","12/7/2015","RyanCavanaugh","PR","closed","PR"
"5975","comments formatting problem within a ternary operator expression","12/7/2015","aleksey-bykov","Issue","closed","Fixed"
"5976","Write a spec appendix for JSX","12/7/2015","RyanCavanaugh","Issue","open","Spec"
"5977","Type predicates cannot be unions","12/7/2015","sandersn","PR","closed","PR"
"5978","Disabling unreachable code detection partially for the condition completeness check","12/7/2015","falsandtru","Issue","closed","Question"
"5979","Fix for #5058 - Exclude implemented interface functions from autocompletion suggestions.","12/7/2015","DanCorder","PR","closed","PR"
"5980","Adds glob-style pattern matching for files in tsconfig.json","12/7/2015","rbuckton","PR","closed","PR"
"5981","Improve 'Cannot compile modules unless the '--module' flag is provided.' message","12/7/2015","plantain-00","PR","closed","PR"
"5982","Weekly update of lib.d.ts ported from TSJS repo","12/7/2015","zhengbli","PR","closed","PR"
"5983","Trim empty line whitespaces","12/7/2015","SaschaNaz","PR","closed","PR"
"5984","Quick info busted if IntrinsicElements uses catch-all index signature","12/8/2015","DanielRosenwasser","Issue","open","Bug"
"5985","ES6 lexically scoped functions","12/8/2015","zhuravlikjb","Issue","closed","Duplicate"
"5986","TypeScript TodoMVC sample in Angular2 and Nodejs","12/8/2015","erradi","Issue","closed","Question"
"5987","Dangerous Property Initializers in Classes","12/8/2015","kitsonk","Issue","open","Accepting PRs"
"5988","Format spaces before arrows","12/8/2015","SaschaNaz","PR","closed","PR"
"5989","Inheritance and static members","12/8/2015","benzid-wael","Issue","closed","By Design"
"5990","URLs in comments don't get their fragment parts","12/8/2015","aleksey-bykov","Issue","closed","Duplicate"
"5991","TypeScript Generates Syntactically Invalid JS (tsx)","12/8/2015","JKillian","Issue","closed","Fixed"
"5992","Allow type predicates as return types only","12/8/2015","sandersn","PR","closed","PR"
"5993","Parse JSX attributes as AssignmentExpressions","12/8/2015","RyanCavanaugh","PR","closed","PR"
"5994","why are visibility modifiers permitted in object literals?","12/8/2015","aleksey-bykov","Issue","closed","Fixed"
"5995","How can I update Visual Studio's version of TypeScript?","12/8/2015","johnfn","Issue","closed","Question"
"5996","Disallow modifiers in object literal property assignment","12/8/2015","RyanCavanaugh","PR","closed","PR"
"5997","Automatically inserting JSX closing element in TypeScript JSX file","12/8/2015","yuit","Issue","open","Suggestion"
"5998","Generated async / await code is missing require statement","12/8/2015","dbaeumer","Issue","closed","Fixed"
"5999","add type parameters to polymorphic this type","12/8/2015","aleksey-bykov","Issue","closed","Duplicate"
"6000","Using a setter causes type inference failure","12/8/2015","csnover","Issue","closed","Bug"
"6001","Improving ChakraHost extensibility","12/8/2015","mihailik","PR","closed","PR"
"6002","keep getting this one or more errors occurred","12/8/2015","aleksey-bykov","Issue","closed","Needs More Info"
"6003","Compiler elides import of identifier that is referenced in emitted code. ","12/8/2015","yortus","Issue","closed","Duplicate"
"6004","Fix code for immediately 'new'-ed/invoked class expressions","12/8/2015","DanielRosenwasser","PR","closed","PR"
"6005","Visual Studio 2015 MSBuild Error: VSTSC Out of stack space","12/8/2015","kenhowardpdx","Issue","closed","Bug"
"6006","Fix crash inside JSX Closing tag","12/8/2015","yuit","PR","closed","PR"
"6007","Changing/removing a type annotation emits different code","12/8/2015","yortus","Issue","open","Discussion"
"6008","Nightly builds no longer working?","12/9/2015","myitcv","Issue","closed","Fixed"
"6009","Ignore the unreachable code detection error about a tail throw statement as a tail unreachable statement assertion","12/9/2015","falsandtru","Issue","closed","Declined"
"6010","Suggested solution to #5730 [tsserver] custom command","12/9/2015","mihailik","PR","open","PR"
"6011","Index signature type checking too strict","12/9/2015","TotempaaltJ","Issue","closed","By Design"
"6012","automatic module resolution for JPSM packages","12/9/2015","Matthias247","Issue","open","Suggestion"
"6013","Incorrect name of es6 modules default export unnamed functions and classes","12/9/2015","falsandtru","Issue","open","Bug"
"6014","No typecheck on assign incorrect type to interface with all optional props","12/9/2015","Strate","Issue","closed","By Design"
"6015","Differing user-defined type guard and 'typeof' type guard behaviour when narrowing 'any'","12/9/2015","pimterry","Issue","open","Accepting PRs"
"6016","1.7: TS Server opens a file handle for watching for each file in the project results in EMFILE error","12/9/2015","bpasero","Issue","closed","Bug"
"6017","Make ScriptVersion.Latest default for JS files","12/9/2015","jrieken","Issue","closed","Closed"
"6018","Function `this` types","12/9/2015","sandersn","Issue","closed","Fixed"
"6019","Fixes for source map of destructuring downlevel syntax","12/9/2015","sheetalkamat","PR","closed","PR"
"6020","Differently named type parameters are not considered 'identical' for interfaces","12/9/2015","DanielRosenwasser","Issue","closed","By Design"
"6021","Presence of function changes 'this' value, even if the function is not executed","12/9/2015","ridiculousfish","Issue","closed","Closed"
"6022","External modules that don't export anything emit empty declarations.","12/9/2015","robwormald","Issue","closed","Fixed"
"6023","Compiler doesn't recognize original name for default export","12/9/2015","DanielRosenwasser","Issue","closed","By Design"
"6024","JSDoc support","12/9/2015","RyanCavanaugh","PR","closed","PR"
"6025","Emit for default exports doesn't actually export original name","12/9/2015","DanielRosenwasser","Issue","closed","By Design"
"6026","Fix too many watcher instances issue","12/9/2015","zhengbli","PR","closed","PR"
"6027","async function return type checking is too strict","12/9/2015","yortus","Issue","closed","By Design"
"6028","enable type guards over string literal types","12/9/2015","aleksey-bykov","Issue","closed","Fixed"
"6029","tsx file compile fails on optional properties","12/9/2015","j6lim","Issue","closed","Fixed"
"6030","JSX tags don't provide completions for imported names","12/10/2015","DanielRosenwasser","Issue","closed","Duplicate"
"6031","AMD module refer to an incorrect path when I import own package using package name","12/10/2015","falsandtru","Issue","closed","Closed"
"6032","Wrong message type in Error constructor","12/10/2015","hhelwich","Issue","closed","By Design"
"6033","Does not TypeScript resolve module names when a project uses non-commonjs modules?","12/10/2015","falsandtru","Issue","closed","Closed"
"6034","unexpected argument in new decorators function","12/10/2015","OlegDokuka","Issue","closed","Bug"
"6035","Compiler not complaining about instantiation of abstract class","12/10/2015","fuzing","Issue","closed","Closed"
"6036","Compare enums semi-structurally.","12/10/2015","sandersn","PR","closed","PR"
"6037","inference strangeness - 3","12/10/2015","aleksey-bykov","Issue","closed","By Design"
"6038","super property access should be allowed in computed property names when class is nested in the method of another class","12/10/2015","vladima","Issue","closed","Fixed"
"6039","TSServer needs some way of specifying editor options","12/10/2015","DanielRosenwasser","Issue","closed","Declined"
"6040","type parameters as constraints feature doesn't compile with --declaration argument","12/10/2015","aleksey-bykov","Issue","closed","Closed"
"6041","Why does { foo: T } not satisfy { [key:string]: T }?","12/10/2015","MrHen","Issue","closed","Fixed"
"6042","Add language service tests for this predicates","12/10/2015","weswigham","PR","closed","PR"
"6043","error TS2323: Cannot redeclare exported variable","12/10/2015","falsandtru","Issue","closed","Bug"
"6044","Exempt one type declaration from the redeclared export check - Fix #6043","12/10/2015","weswigham","PR","closed","PR"
"6045","Issue a useful error when calling a function with too many arguments","12/10/2015","RyanCavanaugh","Issue","open","Bug"
"6046","tsc generating TS5055 error when generating declaration files","12/10/2015","fuzing","Issue","closed","By Design"
"6047","Migrate-a-thon Instructions","12/10/2015","RyanCavanaugh","Issue","closed","Misc"
"6048","Migrate-a-thon: Bastille","12/10/2015","RyanCavanaugh","Issue","closed","Misc"
"6049","Migrate-a-thon: ProceduralPlant","12/10/2015","RyanCavanaugh","Issue","closed","Misc"
"6050","Migrate-a-thon: mondedie-chat","12/10/2015","RyanCavanaugh","Issue","closed","Misc"
"6051","Migrate-a-thon: Mutt-Match","12/10/2015","RyanCavanaugh","Issue","closed","Misc"
"6052","Migrate-a-thon: bee-app","12/10/2015","RyanCavanaugh","Issue","closed","Misc"
"6053","Migrate-a-thon: cutie-clicker","12/10/2015","RyanCavanaugh","Issue","closed","Misc"
"6054","Migrate-a-thon: Pokemon-Showdown","12/10/2015","RyanCavanaugh","Issue","closed","Misc"
"6055","Migrate-a-thon: github-pull-review","12/10/2015","RyanCavanaugh","Issue","closed","Misc"
"6056","Migrate-a-thon: perseus","12/10/2015","RyanCavanaugh","Issue","closed","Misc"
"6057","tsc hangs and loops consuming CPU on a single input file","12/10/2015","t0yv0","Issue","closed","Duplicate"
"6058","Defer checks of accessor bodies in object literals","12/10/2015","ahejlsberg","PR","closed","PR"
"6059","How to know the version of typescript used in an IDE.","12/10/2015","heroboy","Issue","closed","Question"
"6060","default export in external modules vs. default export in ES6 modules","12/10/2015","remojansen","Issue","closed","By Design"
"6061","Documentation on TypeScript 1.7/1.8","12/10/2015","SetTrend","Issue","closed","Docs"
"6062","WIP: Member-type based type guards","12/10/2015","weswigham","PR","closed","PR"
"6063","Do vs2015/vscode use ts language service for js files?","12/10/2015","d180cf","Issue","closed","External"
"6064","Supply a better error message for a decorator on a method overload","12/10/2015","DanielRosenwasser","Issue","closed","Fixed"
"6065","Microsoft.VisualStudio.LanguageServices.TypeScript.TypeScriptProjectPropertyPage.resources","12/10/2015","xielongjiang","Issue","closed","Fixed"
"6066","Roll back to polling file watching for 1.7","12/10/2015","zhengbli","PR","closed","PR"
"6067","Destructuring in declarations and assignments - really an improvement to language?","12/11/2015","SetTrend","Issue","closed","External"
"6068","Different result running native vs down-levelled async function","12/11/2015","yortus","Issue","closed","Suggestion"
"6069","in 1.8 comments are removed from empty blocks and unreachable places regardless of the unset --removeComments flag","12/11/2015","aleksey-bykov","Issue","open","Accepting PRs"
"6070","is there a way to narrow down the amount of information that goes to the member info tooltip of intellisense?","12/11/2015","aleksey-bykov","Issue","open","Accepting PRs"
"6071","Port #6066 to release-1.7 branch","12/11/2015","zhengbli","PR","closed","PR"
"6072","Maximum call stack when using `typeof` own namespace","12/11/2015","blakeembrey","Issue","closed","Fixed"
"6073","Can not use parameter of a constructor in generic function, but allowed as a argument","12/11/2015","blakeembrey","Issue","closed","By Design"
"6074","make ChakraHost more generally usefull","12/11/2015","paulvanbrenk","PR","closed","PR"
"6075","Implement new overload compatibility checking","12/11/2015","DanielRosenwasser","PR","closed","PR"
"6076","Accept baseline with corrected parens","12/11/2015","weswigham","PR","closed","PR"
"6077","allow usage of 'super' in object literal expressions","12/11/2015","vladima","PR","closed","PR"
"6078","Ensuring an object literal fully implements an interface","12/11/2015","SaschaNaz","Issue","closed","Declined"
"6079","No completion builder present after a '<'","12/11/2015","falsandtru","Issue","open","Bug"
"6080","Value of string literal type as property name.","12/12/2015","vilic","Issue","open","Suggestion"
"6081","Design Meeting Notes for 12/11/2015","12/12/2015","DanielRosenwasser","Issue","closed","Design Notes"
"6082","Visual studio JSDoc comments do not collapse","12/12/2015","Gambero81","Issue","open","Suggestion"
"6083","Simplify deferred function, class, and accessor checking","12/12/2015","ahejlsberg","PR","closed","PR"
"6084","Fix rename/document-highlight/find reference in parameter property declaration","12/12/2015","yuit","PR","closed","PR"
"6085","Type Guard complaining when type hinting with an herited abstract class","12/12/2015","plopinou","Issue","closed","By Design"
"6086","Please add default values to tsconfig.json compiler options specification","12/13/2015","SetTrend","Issue","open","Accepting PRs"
"6087","TSC fails when having Angular2 referenced in Visual Studio project","12/13/2015","SetTrend","Issue","closed","Question"
"6088","Position right before block gets incorrect indentation","12/13/2015","SaschaNaz","Issue","open","Accepting PRs"
"6089","what are the guidelines to adding new error codes?","12/13/2015","aleksey-bykov","Issue","closed","Question"
"6090","How to make an isomorphic single file node module without Browserify","12/13/2015","falsandtru","Issue","open","Needs More Info"
"6091","Fix circular typeof issue in function/namespace combo","12/13/2015","ahejlsberg","PR","closed","PR"
"6092","use `const` rather than `var` for es6 module grammar when target es6 and the module is commonjs","12/13/2015","plantain-00","Issue","closed","Fixed"
"6093","Docs and VS config options of `--suppressImplicitAnyIndexErrors `","12/14/2015","falsandtru","Issue","closed","Question"
"6094","Describing an overridden but incompatible method signature in an ambient class","12/14/2015","SaschaNaz","Issue","closed","Declined"
"6095","Define function, which transforms an object, keeping keys","12/14/2015","Strate","Issue","closed","Question"
"6096","HTMLSelectElement selectedOptions Property","12/14/2015","crash-dive","Issue","closed","Fixed"
"6097","System.register __moduleName support","12/14/2015","guybedford","Issue","closed","Fixed"
"6098","Naive implementation for #6097","12/14/2015","guybedford","PR","closed","PR"
"6099","Inconsistent 'else' after compiling","12/14/2015","pocesar","Issue","closed","Declined"
"6100","Update the file watching intervals and chunk size","12/14/2015","zhengbli","PR","closed","PR"
"6101","Unable to set sourceRoot in tsconfig","12/14/2015","flyon","Issue","closed","Needs More Info"
"6102","allow a flag that turns off covariant parameters when checking function assignability ","12/14/2015","aleksey-bykov","Issue","closed","By Design"
"6103","VS freezes up when trying to perform a semantic operation within the first 10 seconds of opening Monaco","12/14/2015","DanielRosenwasser","Issue","closed","External"
"6104","Properly handle multiply-declared optional properties in JSX attr. type","12/14/2015","RyanCavanaugh","PR","closed","PR"
"6105","target=e6 with module=commonjs need 'use strict' in the output","12/15/2015","3n-mb","Issue","closed","Duplicate"
"6106","The return type of the index in DataTransferItemList (lib.d.ts) should be DataTransferItem and not File","12/15/2015","mtestrot","Issue","closed","Fixed"
"6107","Grammar checking errors should be reported during binding phases instead of type-checking phase","12/15/2015","dbaeumer","Issue","open","Suggestion"
"6108","Incorrect parsing for comma-separated interface/type literal properties with no type annotation","12/15/2015","DanielRosenwasser","Issue","open","Accepting PRs"
"6109","Proposal: Support for multiple tsconfig.json per project","12/15/2015","SetTrend","Issue","closed","Declined"
"6110","Default property values of child Class overriding values set by parent Class' constructor","12/15/2015","dotDeeka","Issue","closed","Duplicate"
"6111","Simplify abstract constructor type assignability checking","12/15/2015","ahejlsberg","PR","closed","PR"
"6112","Proposal: Support for optional chaining as in Swift","12/15/2015","rtalwar26","Issue","closed","Duplicate"
"6113","__awaiter is not defined","12/16/2015","tinganho","Issue","closed","Fixed"
"6114","Find a way to suppress the errors generated by importing modules","12/16/2015","raregrass","Issue","closed","Duplicate"
"6115","Transferring props in TSX","12/16/2015","xmehaut","Issue","closed","External"
"6116","'use strict' should be emitted after triple slash references","12/16/2015","yuit","Issue","open","Bug"
"6117","We should error when triple-slash reference is not top of the file","12/16/2015","yuit","Issue","closed","Duplicate"
"6118","Contextually type implemented properties","12/16/2015","sandersn","PR","closed","PR"
"6119","Code Generation using Annotation Processors (JSR 269)","12/16/2015","ENikS","Issue","closed","Duplicate"
"6120","Fourslash tests which loop over every range should assert the presence of a non-empty list of ranges","12/16/2015","DanielRosenwasser","Issue","open","Infrastructure"
"6121","tsc cannot resolve the node temp module","12/16/2015","aeisenberg","Issue","closed","Question"
"6122","Getting Promise implementation for async methods from a property of the current class","12/16/2015","thorn0","Issue","open","Suggestion"
"6123","Annoying autocompletions of Generics","12/16/2015","falsandtru","Issue","open","Bug"
"6124","Name of default export should not appear in import completion lists","12/16/2015","DanielRosenwasser","Issue","closed","Fixed"
"6125","Unsafe type mismatch of destructuring assignment","12/16/2015","falsandtru","Issue","closed","By Design"
"6126","No completion builder present after a '('","12/16/2015","falsandtru","Issue","open","Accepting PRs"
